当地时间 哈尔滨太平(机场）,气温,气象站大气压,海平面大气压,相对湿度,风向,平均风速,最大阵风,特殊天象,重要天象,总云量,能见度,露点温度,时间,日期
20.01.2022 16:00,-16,760.5,774.7,66,从西方吹来的风,2,,烟,,无明显的云,5,-21,16:00,20.01.2022
20.01.2022 15:00,-15,760.6,774.7,66,从西南偏西方向吹来的风,4,,,,无明显的云,7,-20,15:00,20.01.2022
20.01.2022 14:00,-15,760.6,774.7,66,从西方吹来的风,5,,,,无明显的云,7,-20,14:00,20.01.2022
20.01.2022 13:00,-15,760.6,774.7,66,从西南偏西方向吹来的风,4,,,,无明显的云,7,-20,13:00,20.01.2022
20.01.2022 12:00,-15,760.6,774.7,60,从西南偏西方向吹来的风,5,,烟,,无明显的云,5,-21,12:00,20.01.2022
20.01.2022 11:00,-17,761.3,775.5,65,从西南方吹来的风,4,,烟,,无明显的云,5,-22,11:00,20.01.2022
20.01.2022 10:00,-19,761.1,775.5,71,从西南偏南方向吹来的风,4,,烟,,无明显的云,4,-23,10:00,20.01.2022
20.01.2022 09:00,-21,761,775.5,77,从南方吹来的风,3,,烟,,无明显的云,4,-24,9:00,20.01.2022
20.01.2022 08:00,-23,760.9,775.5,77,从南方吹来的风,3,,烟,,无明显的云,4,-26,8:00,20.01.2022
20.01.2022 07:00,-24,760.1,774.7,76,从南方吹来的风,2,,烟,,无明显的云,4,-27,7:00,20.01.2022
20.01.2022 06:00,-25,760,774.7,76,从南方吹来的风,2,,烟,,无明显的云,4,-28,6:00,20.01.2022
20.01.2022 05:00,-26,760,774.7,76,从南方吹来的风,2,,烟,,无明显的云,4,-29,5:00,20.01.2022
20.01.2022 04:00,-26,760,774.7,83,从南方吹来的风,2,,,,无明显的云,6,-28,4:00,20.01.2022
20.01.2022 03:00,-25,760,774.7,83,从南方吹来的风,2,,,,无明显的云,6,-27,3:00,20.01.2022
20.01.2022 02:00,-25,760,774.7,83,从西南偏南方向吹来的风,3,,,,无明显的云,6,-27,2:00,20.01.2022
20.01.2022 01:00,-24,760.1,774.7,84,从西南偏南方向吹来的风,3,,,,无明显的云,6,-26,1:00,20.01.2022
20.01.2022 00:00,-26,760,774.7,76,从西南偏南方向吹来的风,2,,,,无明显的云,6,-29,0:00,20.01.2022
19.01.2022 23:00,-26,760.7,775.5,76,从西南偏南方向吹来的风,2,,烟,,无明显的云,4,-29,23:00,19.01.2022
19.01.2022 22:00,-24,760.9,775.5,84,从西南偏南方向吹来的风,2,,烟,,无明显的云,3,-26,22:00,19.01.2022
19.01.2022 21:00,-24,760.9,775.5,84,从西南偏南方向吹来的风,3,,烟,,无明显的云,3,-26,21:00,19.01.2022
19.01.2022 20:00,-23,760.9,775.5,77,从西南偏南方向吹来的风,2,,烟,,无明显的云,3,-26,20:00,19.01.2022
19.01.2022 19:00,-23,760.9,775.5,77,从西南偏西方向吹来的风,2,,烟,,无明显的云,4,-26,19:00,19.01.2022
19.01.2022 18:00,-19,761.1,775.5,65,从西方吹来的风,2,,烟,,无明显的云,5,-24,18:00,19.01.2022
19.01.2022 17:00,-19,761.1,775.5,65,从西北偏西方向吹来的风,3,,,,无明显的云,6,-24,17:00,19.01.2022
19.01.2022 16:00,-18,760.4,774.7,60,从西北方吹来的风,2,,,,无明显的云,10.0 大于等于,-24,16:00,19.01.2022
19.01.2022 15:00,-18,760.4,774.7,65,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-23,15:00,19.01.2022
19.01.2022 14:00,-18,760.4,774.7,65,从西北方吹来的风,2,,,,无明显的云,6,-23,14:00,19.01.2022
19.01.2022 13:00,-19,760.4,774.7,65,从西北方吹来的风,2,,,,无明显的云,6,-24,13:00,19.01.2022
19.01.2022 12:00,-20,760.3,774.7,71,从西北方吹来的风,3,,,,无明显的云,6,-24,12:00,19.01.2022
19.01.2022 11:00,-21,760.2,774.7,70,从西北方吹来的风,3,,烟,,无明显的云,5,-25,11:00,19.01.2022
19.01.2022 10:00,-23,760.9,775.5,77,从西北方吹来的风,2,,烟,,无明显的云,3,-26,10:00,19.01.2022
19.01.2022 09:00,-24,760.1,774.7,76,从西北方吹来的风,3,,烟,,无明显的云,3,-27,9:00,19.01.2022
19.01.2022 08:00,-25,760,774.7,83,从西方吹来的风,2,,烟,,无明显的云,2,-27,8:00,19.01.2022
19.01.2022 07:00,-25,760,774.7,76,从西北偏西方向吹来的风,2,,烟,,无明显的云,2,-28,7:00,19.01.2022
19.01.2022 06:00,-26,760,774.7,83,风向多变,1,,烟,,无明显的云,3,-28,6:00,19.01.2022
19.01.2022 05:00,-27,759.1,773.9,76,风向多变,1,,烟,,无明显的云,2,-30,5:00,19.01.2022
19.01.2022 04:00,-28,759.1,773.9,83,风向多变,1,,烟,,无明显的云,3,-30,4:00,19.01.2022
19.01.2022 03:00,-29,759.8,774.7,83,从西南方吹来的风,1,,烟,,无明显的云,3,-31,3:00,19.01.2022
19.01.2022 02:00,-27,759.9,774.7,76,风向多变,1,,烟,,无明显的云,2.8,-30,2:00,19.01.2022
19.01.2022 01:00,-26,760,774.7,76,从北方吹来的风,1,,烟,,无明显的云,2.8,-29,1:00,19.01.2022
19.01.2022 00:00,-25,760,774.7,83,无风,0,,烟,,无明显的云,3,-27,0:00,19.01.2022
18.01.2022 23:00,-24,760.1,774.7,84,从东北偏北方向吹来的风,1,,烟,,无明显的云,3,-26,23:00,18.01.2022
18.01.2022 22:00,-24,760.1,774.7,84,风向多变,1,,烟,,无明显的云,4,-26,22:00,18.01.2022
18.01.2022 21:00,-24,760.1,774.7,84,从北方吹来的风,1,,烟,,无明显的云,5,-26,21:00,18.01.2022
18.01.2022 20:00,-23,760.1,774.7,77,从西北方吹来的风,1,,烟,,无明显的云,5,-26,20:00,18.01.2022
18.01.2022 19:00,-22,760.2,774.7,77,风向多变,1,,,,无明显的云,6,-25,19:00,18.01.2022
18.01.2022 18:00,-20,759.5,773.9,77,风向多变,1,,,,无明显的云,6,-23,18:00,18.01.2022
18.01.2022 17:00,-20,759.5,773.9,71,从北方吹来的风,1,,,,无明显的云,6,-24,17:00,18.01.2022
18.01.2022 16:00,-17,759.7,773.9,60,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,-23,16:00,18.01.2022
18.01.2022 15:00,-17,759.7,773.9,60,从北方吹来的风,2,,,,无明显的云,10.0 大于等于,-23,15:00,18.01.2022
18.01.2022 14:00,-17,759.7,773.9,65,风向多变,1,,,,无明显的云,10.0 大于等于,-22,14:00,18.01.2022
18.01.2022 13:00,-18,759.6,773.9,65,从东北方吹来的风,2,,,,无明显的云,7,-23,13:00,18.01.2022
18.01.2022 12:00,-18,760.4,774.7,60,风向多变,1,,,,无明显的云,6,-24,12:00,18.01.2022
18.01.2022 11:00,-19,760.4,774.7,71,从西北方吹来的风,2,,烟,,无明显的云,5,-23,11:00,18.01.2022
18.01.2022 10:00,-20,760.3,774.7,71,从西北偏西方向吹来的风,2,,烟,,无明显的云,3.5,-24,10:00,18.01.2022
18.01.2022 09:00,-22,760.2,774.7,77,风向多变,1,,烟,,无明显的云,2.8,-25,9:00,18.01.2022
18.01.2022 08:00,-27,759.1,773.9,83,从西南偏南方向吹来的风,2,,烟,,无明显的云,2.8,-29,8:00,18.01.2022
18.01.2022 07:00,-29,759,773.9,83,从南方吹来的风,1,,烟,,无明显的云,5,-31,7:00,18.01.2022
18.01.2022 06:00,-28,758.6,773.4,75,从南方吹来的风,1,,,,无明显的云,7,-31,6:00,18.01.2022
18.01.2022 05:00,-28,758.6,773.4,83,无风,0,,,,无明显的云,6,-30,5:00,18.01.2022
18.01.2022 04:00,-27,758.6,773.4,76,从西南方吹来的风,2,,,,无明显的云,7,-30,4:00,18.01.2022
18.01.2022 03:00,-25,758.1,772.7,83,从西南偏西方向吹来的风,1,,,,无明显的云,8,-27,3:00,18.01.2022
18.01.2022 02:00,-24,758.1,772.7,84,从西南方吹来的风,2,,,,无明显的云,8,-26,2:00,18.01.2022
18.01.2022 01:00,-23,758.2,772.7,70,从西方吹来的风,2,,,,无明显的云,8,-27,1:00,18.01.2022
18.01.2022 00:00,-25,758.1,772.7,76,从西南方吹来的风,2,,,,无明显的云,8,-28,0:00,18.01.2022
17.01.2022 23:00,-24,758.1,772.7,84,从西南偏西方向吹来的风,2,,,,无明显的云,7,-26,23:00,17.01.2022
17.01.2022 22:00,-22,758.2,772.7,77,风向多变,1,,,,无明显的云,7,-25,22:00,17.01.2022
17.01.2022 21:00,-21,758.3,772.7,70,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,-25,21:00,17.01.2022
17.01.2022 20:00,-21,758.3,772.7,70,风向多变,1,,,,无明显的云,10.0 大于等于,-25,20:00,17.01.2022
17.01.2022 19:00,-20,758.3,772.7,71,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,-24,19:00,17.01.2022
17.01.2022 18:00,-20,757.6,771.9,71,从西北方吹来的风,2,,,,无明显的云,10.0 大于等于,-24,18:00,17.01.2022
17.01.2022 17:00,-19,756.8,771.1,71,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-23,17:00,17.01.2022
17.01.2022 16:00,-18,756.9,771.1,71,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-22,16:00,17.01.2022
17.01.2022 15:00,-17,756.9,771.1,65,从西北方吹来的风,5,,,,无明显的云,10.0 大于等于,-22,15:00,17.01.2022
17.01.2022 14:00,-16,756.3,770.4,60,从西北偏北方向吹来的风,5,,,,无明显的云,10.0 大于等于,-22,14:00,17.01.2022
17.01.2022 13:00,-16,755.5,769.6,66,从西北方吹来的风,5,,,,无明显的云,10.0 大于等于,-21,13:00,17.01.2022
17.01.2022 12:00,-16,755.5,769.6,66,从西北方吹来的风,5,,,,无明显的云,10.0 大于等于,-21,12:00,17.01.2022
17.01.2022 11:00,-17,755.5,769.6,71,从西北方吹来的风,3,,,,无明显的云,7,-21,11:00,17.01.2022
17.01.2022 10:00,-19,755.4,769.6,77,从西北方吹来的风,3,,轻雾,,无明显的云,4,-22,10:00,17.01.2022
17.01.2022 09:00,-20,755.3,769.6,77,从西方吹来的风,1,,轻雾,,无明显的云,1.5,-23,9:00,17.01.2022
17.01.2022 08:00,-27,754.2,768.9,83,从西南方吹来的风,1,,"轻度（小）（弱） 雪, 轻雾",,无明显的云,3,-29,8:00,17.01.2022
17.01.2022 07:00,-27,754.2,768.9,76,风向多变,1,,"轻度（小）（弱） 雪, 轻雾",,无明显的云,3,-30,7:00,17.01.2022
17.01.2022 06:00,-28,753.4,768.1,83,无风,0,,轻度（小）（弱） 雪,,无明显的云,6,-30,6:00,17.01.2022
17.01.2022 05:00,-28,753.4,768.1,83,从南方吹来的风,1,,,,无明显的云,6,-30,5:00,17.01.2022
17.01.2022 04:00,-27,753.4,768.1,83,无风,0,,,,无明显的云,6,-29,4:00,17.01.2022
17.01.2022 03:00,-26,753.5,768.1,83,从南方吹来的风,1,,,,无明显的云,7,-28,3:00,17.01.2022
17.01.2022 02:00,-25,754.3,768.9,83,从东南偏南方向吹来的风,1,,,,无明显的云,7,-27,2:00,17.01.2022
17.01.2022 01:00,-23,753.7,768.1,84,从南方吹来的风,1,,,,无明显的云,7,-25,1:00,17.01.2022
17.01.2022 00:00,-23,753.7,768.1,84,从东南偏南方向吹来的风,1,,,,无明显的云,6,-25,0:00,17.01.2022
16.01.2022 23:00,-22,754.5,768.9,84,从南方吹来的风,1,,,,无明显的云,6,-24,23:00,16.01.2022
16.01.2022 22:00,-21,754.6,768.9,84,从西南方吹来的风,2,,,,无明显的云,6,-23,22:00,16.01.2022
16.01.2022 21:00,-21,754.6,768.9,77,从西南偏南方向吹来的风,2,,,,无明显的云,6,-24,21:00,16.01.2022
16.01.2022 20:00,-20,755.3,769.6,77,从西南方吹来的风,3,,,,无明显的云,8,-23,20:00,16.01.2022
16.01.2022 19:00,-19,755.4,769.6,77,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-22,19:00,16.01.2022
16.01.2022 18:00,-19,754.7,768.9,77,从西南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,-22,18:00,16.01.2022
16.01.2022 17:00,-16,754.8,768.9,72,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-20,17:00,16.01.2022
16.01.2022 16:00,-15,754.9,768.9,66,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-20,16:00,16.01.2022
16.01.2022 15:00,-15,754.9,768.9,66,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-20,15:00,16.01.2022
16.01.2022 14:00,-15,754.1,768.1,66,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-20,14:00,16.01.2022
16.01.2022 13:00,-16,754,768.1,72,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-20,13:00,16.01.2022
16.01.2022 12:00,-16,754,768.1,72,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-20,12:00,16.01.2022
16.01.2022 11:00,-17,754.8,768.9,71,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-21,11:00,16.01.2022
16.01.2022 10:00,-18,754.7,768.9,71,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-22,10:00,16.01.2022
16.01.2022 09:00,-19,753.9,768.1,77,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-22,9:00,16.01.2022
16.01.2022 08:00,-19,753.9,768.1,71,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-23,8:00,16.01.2022
16.01.2022 07:00,-20,753,767.3,77,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-23,7:00,16.01.2022
16.01.2022 06:00,-20,753,767.3,84,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-22,6:00,16.01.2022
16.01.2022 05:00,-19,753.1,767.3,77,从西方吹来的风,5,,,,少云 (10-30%) 990 米,10.0 大于等于,-22,5:00,16.01.2022
16.01.2022 04:00,-19,753.1,767.3,84,从西方吹来的风,4,,,,少云 (10-30%) 990 米,10.0 大于等于,-21,4:00,16.01.2022
16.01.2022 03:00,-19,752.4,766.6,84,从西南偏西方向吹来的风,5,,,,少云 (10-30%) 990 米,10.0 大于等于,-21,3:00,16.01.2022
16.01.2022 02:00,-18,752.5,766.6,78,从西方吹来的风,5,,,,少云 (10-30%) 990 米,10.0 大于等于,-21,2:00,16.01.2022
16.01.2022 01:00,-18,752.5,766.6,78,从西南偏西方向吹来的风,5,,轻度（小）（弱） 雪,,少云 (10-30%) 990 米,10.0 大于等于,-21,1:00,16.01.2022
16.01.2022 00:00,-18,751.7,765.8,84,从西南偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-20,0:00,16.01.2022
15.01.2022 23:00,-17,751.7,765.8,78,从西南偏西方向吹来的风,5,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,8,-20,23:00,15.01.2022
15.01.2022 22:00,-15,751.1,765,78,从西方吹来的风,5,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,7,-18,22:00,15.01.2022
15.01.2022 21:00,-16,751.8,765.8,85,从西方吹来的风,4,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,6,-18,21:00,15.01.2022
15.01.2022 20:00,-16,750.3,764.3,78,从西方吹来的风,6,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,6,-19,20:00,15.01.2022
15.01.2022 19:00,-16,750.3,764.3,85,从西方吹来的风,6,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,6,-18,19:00,15.01.2022
15.01.2022 18:00,-15,749.6,763.5,78,从西方吹来的风,7,,轻度（小）（弱） 雪,,多云 (60-90%) 990 米,6,-18,18:00,15.01.2022
15.01.2022 17:00,-14,749.6,763.5,78,从西南偏西方向吹来的风,6,,轻度（小）（弱） 雪,,多云 (60-90%) 990 米,6,-17,17:00,15.01.2022
15.01.2022 16:00,-14,749,762.8,78,从西方吹来的风,6,,轻度（小）（弱） 雪,,疏云 (40-50%) 990 米,8,-17,16:00,15.01.2022
15.01.2022 15:00,-13,748.2,762,72,从西方吹来的风,7,,轻度（小）（弱） 雪,,少云 (10-30%) 990 米,10.0 大于等于,-17,15:00,15.01.2022
15.01.2022 14:00,-12,747.5,761.2,72,从西方吹来的风,6,,轻度（小）（弱） 雪,,多云 (60-90%) 990 米,6,-16,14:00,15.01.2022
15.01.2022 13:00,-12,746.8,760.5,79,从西南偏西方向吹来的风,8,,轻度（小）（弱） 雪,,多云 (60-90%) 600 米,3,-15,13:00,15.01.2022
15.01.2022 12:00,-8,746.2,759.7,86,从西方吹来的风,6,,"轻度（小）（弱） 雪, 轻雾",,阴天 (100%) 900 米,3,-10,12:00,15.01.2022
15.01.2022 11:00,-7,746.3,759.7,86,从南方吹来的风,3,,轻度（小）（弱） 雪,,阴天 (100%) 900 米,6,-9,11:00,15.01.2022
15.01.2022 10:00,-8,747,760.5,79,从东南偏南方向吹来的风,3,,轻度（小）（弱） 雪,,阴天 (100%) 900 米,6,-11,10:00,15.01.2022
15.01.2022 09:00,-8,747,760.5,73,从东南偏南方向吹来的风,4,,轻度（小）（弱） 雪,,阴天 (100%) 900 米,10.0 大于等于,-12,9:00,15.01.2022
15.01.2022 08:00,-9,747,760.5,73,从东南偏南方向吹来的风,4,,,,多云 (60-90%) 690 米,10.0 大于等于,-13,8:00,15.01.2022
15.01.2022 07:00,-9,747,760.5,67,从东南偏南方向吹来的风,4,,,,"疏云 (40-50%) 600 米, 多云 (60-90%) 900 米",10.0 大于等于,-14,7:00,15.01.2022
15.01.2022 06:00,-9,747,760.5,67,从东南偏南方向吹来的风,4,,,,多云 (60-90%) 780 米,10.0 大于等于,-14,6:00,15.01.2022
15.01.2022 05:00,-10,746.9,760.5,67,从东南偏南方向吹来的风,4,,,,多云 (60-90%) 780 米,10.0 大于等于,-15,5:00,15.01.2022
15.01.2022 04:00,-10,746.9,760.5,62,从东南偏南方向吹来的风,5,,,,多云 (60-90%) 780 米,10.0 大于等于,-16,4:00,15.01.2022
15.01.2022 03:00,-11,747.5,761.2,67,从东南偏南方向吹来的风,5,,,,多云 (60-90%) 780 米,10.0 大于等于,-16,3:00,15.01.2022
15.01.2022 02:00,-11,747.5,761.2,62,从东南偏南方向吹来的风,5,,轻度（小）（弱） 雪,,多云 (60-90%) 780 米,10.0 大于等于,-17,2:00,15.01.2022
15.01.2022 01:00,-12,748.3,762,56,从东南偏南方向吹来的风,5,,,,多云 (60-90%) 690 米,10.0 大于等于,-19,1:00,15.01.2022
15.01.2022 00:00,-13,748.2,762,56,从东南方吹来的风,5,,,,多云 (60-90%) 1200 米,10.0 大于等于,-20,0:00,15.01.2022
14.01.2022 23:00,-14,749,762.8,56,从东南偏东方向吹来的风,4,,,,疏云 (40-50%) 1380 米,10.0 大于等于,-21,23:00,14.01.2022
14.01.2022 22:00,-15,749.6,763.5,55,从东南偏东方向吹来的风,4,,,,无明显的云,10.0 大于等于,-22,22:00,14.01.2022
14.01.2022 21:00,-14,749.6,763.5,56,从东南偏东方向吹来的风,4,,,,无明显的云,10.0 大于等于,-21,21:00,14.01.2022
14.01.2022 20:00,-15,750.4,764.3,60,从东南偏东方向吹来的风,4,,,,无明显的云,8,-21,20:00,14.01.2022
14.01.2022 19:00,-15,750.4,764.3,60,从东方吹来的风,4,,,,无明显的云,6,-21,19:00,14.01.2022
14.01.2022 18:00,-16,751,765,66,从东南偏东方向吹来的风,4,,,,无明显的云,6,-21,18:00,14.01.2022
14.01.2022 17:00,-16,751,765,72,从东南偏东方向吹来的风,2,,,,无明显的云,7,-20,17:00,14.01.2022
14.01.2022 16:00,-14,751.1,765,61,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,-20,16:00,14.01.2022
14.01.2022 15:00,-14,751.9,765.8,61,从东南偏东方向吹来的风,5,,,,无明显的云,7,-20,15:00,14.01.2022
14.01.2022 14:00,-14,751.9,765.8,61,从东南方吹来的风,4,,,,无明显的云,7,-20,14:00,14.01.2022
14.01.2022 13:00,-15,752.6,766.6,66,从东南方吹来的风,4,,烟,,无明显的云,5,-20,13:00,14.01.2022
14.01.2022 12:00,-16,753.3,767.3,66,从东南方吹来的风,4,,烟,,无明显的云,4,-21,12:00,14.01.2022
14.01.2022 11:00,-17,753.2,767.3,65,从东南偏南方向吹来的风,4,,烟,,无明显的云,4,-22,11:00,14.01.2022
14.01.2022 10:00,-20,753.8,768.1,71,从东南偏南方向吹来的风,3,,烟,,无明显的云,3.5,-24,10:00,14.01.2022
14.01.2022 09:00,-22,754.5,768.9,77,从东南偏南方向吹来的风,3,,烟,,无明显的云,2,-25,9:00,14.01.2022
14.01.2022 08:00,-23,754.4,768.9,77,从东南偏南方向吹来的风,3,,烟,,无明显的云,2,-26,8:00,14.01.2022
14.01.2022 07:00,-24,754.4,768.9,76,从东南偏南方向吹来的风,3,,烟,,无明显的云,3,-27,7:00,14.01.2022
14.01.2022 06:00,-24,754.4,768.9,76,从东南偏南方向吹来的风,2,,烟,,无明显的云,4,-27,6:00,14.01.2022
14.01.2022 05:00,-25,754.3,768.9,76,从南方吹来的风,2,,烟,,无明显的云,4,-28,5:00,14.01.2022
14.01.2022 04:00,-25,754.3,768.9,76,从东南偏南方向吹来的风,2,,烟,,无明显的云,4,-28,4:00,14.01.2022
14.01.2022 03:00,-25,754.3,768.9,76,从东南偏南方向吹来的风,2,,烟,,无明显的云,4,-28,3:00,14.01.2022
14.01.2022 02:00,-25,754.3,768.9,83,风向多变,1,,烟,,无明显的云,4,-27,2:00,14.01.2022
14.01.2022 01:00,-28,754.2,768.9,83,从南方吹来的风,2,,烟,,无明显的云,4,-30,1:00,14.01.2022
14.01.2022 00:00,-27,753.4,768.1,83,从东南偏南方向吹来的风,2,,烟,,无明显的云,4,-29,0:00,14.01.2022
13.01.2022 23:00,-27,754.2,768.9,83,从南方吹来的风,1,,烟,,无明显的云,4,-29,23:00,13.01.2022
13.01.2022 22:00,-27,754.2,768.9,83,从南方吹来的风,2,,烟,,无明显的云,4,-29,22:00,13.01.2022
13.01.2022 21:00,-26,754.3,768.9,83,从西南偏南方向吹来的风,2,,烟,,无明显的云,4,-28,21:00,13.01.2022
13.01.2022 20:00,-23,754.4,768.9,77,从南方吹来的风,2,,烟,,无明显的云,4,-26,20:00,13.01.2022
13.01.2022 19:00,-23,754.4,768.9,77,从西南偏南方向吹来的风,2,,烟,,无明显的云,4,-26,19:00,13.01.2022
13.01.2022 18:00,-23,753.7,768.1,77,从西南偏南方向吹来的风,2,,烟,,无明显的云,4,-26,18:00,13.01.2022
13.01.2022 17:00,-20,753.8,768.1,65,从西方吹来的风,3,,烟,,无明显的云,4,-25,17:00,13.01.2022
13.01.2022 16:00,-20,753,767.3,65,从西方吹来的风,3,,霾,,无明显的云,4,-25,16:00,13.01.2022
13.01.2022 15:00,-19,752.4,766.6,65,从西方吹来的风,3,,霾,,无明显的云,4,-24,15:00,13.01.2022
13.01.2022 14:00,-19,752.4,766.6,65,从西北偏西方向吹来的风,3,,霾,,无明显的云,4,-24,14:00,13.01.2022
13.01.2022 13:00,-20,752.4,766.6,65,从西方吹来的风,4,,霾,,无明显的云,4,-25,13:00,13.01.2022
13.01.2022 12:00,-21,752.3,766.6,70,从西方吹来的风,3,,霾,,无明显的云,4,-25,12:00,13.01.2022
13.01.2022 11:00,-22,752.2,766.6,70,从西北偏西方向吹来的风,4,,轻雾,,无明显的云,4,-26,11:00,13.01.2022
13.01.2022 10:00,-23,752.2,766.6,77,从西北偏西方向吹来的风,3,,轻雾,,无明显的云,4,-26,10:00,13.01.2022
13.01.2022 09:00,-24,751.3,765.8,76,从西北方吹来的风,3,,轻雾,,无明显的云,4,-27,9:00,13.01.2022
13.01.2022 08:00,-25,751.3,765.8,83,从西北偏西方向吹来的风,3,,轻雾,,无明显的云,3,-27,8:00,13.01.2022
13.01.2022 07:00,-25,750.5,765,83,从西北偏西方向吹来的风,3,,轻雾,,少云 (10-30%) 1380 米,3,-27,7:00,13.01.2022
13.01.2022 06:00,-24,749.9,764.3,76,从西方吹来的风,4,,轻雾,,少云 (10-30%) 1380 米,2.5,-27,6:00,13.01.2022
13.01.2022 05:00,-24,749.9,764.3,84,从西方吹来的风,2,,轻雾,,少云 (10-30%) 1380 米,3,-26,5:00,13.01.2022
13.01.2022 04:00,-23,749.1,763.5,77,从西北偏西方向吹来的风,3,,轻雾,,少云 (10-30%) 1380 米,3,-26,4:00,13.01.2022
13.01.2022 03:00,-26,749,763.5,83,从西南偏西方向吹来的风,2,,轻雾,,少云 (10-30%) 1380 米,3,-28,3:00,13.01.2022
13.01.2022 02:00,-25,749,763.5,76,从西南偏西方向吹来的风,2,,轻雾,,疏云 (40-50%) 1380 米,3,-28,2:00,13.01.2022
13.01.2022 01:00,-24,749.1,763.5,76,风向多变,1,,轻雾,,"少云 (10-30%) 180 米, 疏云 (40-50%) 1200 米",2.5,-27,1:00,13.01.2022
13.01.2022 00:00,-22,749.2,763.5,77,风向多变,2,,轻雾,,"少云 (10-30%) 180 米, 疏云 (40-50%) 1200 米",2.5,-25,0:00,13.01.2022
12.01.2022 23:00,-25,749,763.5,76,无风,0,,轻雾,,"少云 (10-30%) 180 米, 疏云 (40-50%) 1200 米",2.5,-28,23:00,12.01.2022
12.01.2022 22:00,-25,749,763.5,83,从东南偏南方向吹来的风,1,,轻雾,,少云 (10-30%) 1380 米,3,-27,22:00,12.01.2022
12.01.2022 21:00,-24,749.1,763.5,84,风向多变,1,,轻雾,,少云 (10-30%) 1380 米,3,-26,21:00,12.01.2022
12.01.2022 20:00,-24,749.9,764.3,84,从东南方吹来的风,1,,轻雾,,少云 (10-30%) 1380 米,3,-26,20:00,12.01.2022
12.01.2022 19:00,-23,749.9,764.3,84,从南方吹来的风,1,,轻雾,,少云 (10-30%) 1380 米,3,-25,19:00,12.01.2022
12.01.2022 18:00,-22,750,764.3,84,风向多变,1,,轻雾,,无明显的云,4,-24,18:00,12.01.2022
12.01.2022 17:00,-20,750.1,764.3,77,从东南方吹来的风,2,,霾,,无明显的云,5,-23,17:00,12.01.2022
12.01.2022 16:00,-17,750.3,764.3,71,从东南偏南方向吹来的风,2,,,,无明显的云,6,-21,16:00,12.01.2022
12.01.2022 15:00,-15,750.4,764.3,60,从东南偏南方向吹来的风,2,,,,无明显的云,6,-21,15:00,12.01.2022
12.01.2022 14:00,-15,750.4,764.3,60,从东南偏南方向吹来的风,4,,霾,,无明显的云,5,-21,14:00,12.01.2022
12.01.2022 13:00,-17,750.3,764.3,65,从南方吹来的风,4,,霾,,无明显的云,5,-22,13:00,12.01.2022
12.01.2022 12:00,-17,750.9,765,60,从东南偏南方向吹来的风,3,,霾,,无明显的云,5,-23,12:00,12.01.2022
12.01.2022 11:00,-18,751.7,765.8,60,从南方吹来的风,4,,霾,,无明显的云,5,-24,11:00,12.01.2022
12.01.2022 10:00,-19,752.4,766.6,65,从南方吹来的风,3,,轻雾,,无明显的云,5,-24,10:00,12.01.2022
12.01.2022 09:00,-22,752.9,767.3,77,从南方吹来的风,2,,,,无明显的云,6,-25,9:00,12.01.2022
12.01.2022 08:00,-25,752.8,767.3,76,从东南偏南方向吹来的风,3,,轻雾,,无明显的云,5,-28,8:00,12.01.2022
12.01.2022 07:00,-27,752.6,767.3,83,风向多变,1,,轻雾,,无明显的云,5,-29,7:00,12.01.2022
12.01.2022 06:00,-28,752.6,767.3,75,从东南偏南方向吹来的风,2,,轻雾,,无明显的云,5,-31,6:00,12.01.2022
12.01.2022 05:00,-28,752.6,767.3,83,从西南偏南方向吹来的风,2,,轻雾,,无明显的云,5,-30,5:00,12.01.2022
12.01.2022 04:00,-29,752.5,767.3,75,从南方吹来的风,2,,轻雾,,无明显的云,4,-32,4:00,12.01.2022
