气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
-21,756.7,771.1,84,3,"轻雾, 烟",,8:00,2022/2/14
-22,756.7,771.1,84,3,"轻雾, 烟",,7:00,2022/2/14
-22,756.7,771.1,84,2,"轻度（小）（弱） 雪, 轻雾, 烟",,6:00,2022/2/14
-22,757.4,771.9,84,1,"轻雾, 烟",,5:00,2022/2/14
-22,757.4,771.9,84,2,烟,,4:00,2022/2/14
-21,757.5,771.9,84,2,烟,,3:00,2022/2/14
-22,758.2,772.7,84,2,烟,,2:00,2022/2/14
-21,758.3,772.7,84,2,烟,,1:00,2022/2/14
-20,758.3,772.7,84,1,烟,,0:00,2022/2/14
-21,759,773.4,84,2,烟,,23:00,2022/2/13
-24,759.3,773.9,84,1,烟,,22:00,2022/2/13
-23,759.3,773.9,84,0,烟,,21:00,2022/2/13
-19,759.6,773.9,84,1,烟,,20:00,2022/2/13
-19,759.1,773.4,84,1,烟,,19:00,2022/2/13
-17,759.7,773.9,78,1,,,18:00,2022/2/13
-15,759.3,773.4,66,1,,,17:00,2022/2/13
-13,759.4,773.4,61,2,,,16:00,2022/2/13
-13,759.4,773.4,61,2,,,15:00,2022/2/13
-13,759.4,773.4,61,2,,,14:00,2022/2/13
-14,759.8,773.9,78,2,轻雾,,13:00,2022/2/13
-15,759.8,773.9,85,2,"轻雾, 烟",,12:00,2022/2/13
-15,759.8,773.9,85,1,"轻雾, 烟",,11:00,2022/2/13
-18,760.4,774.7,84,1,"轻度（小）（弱） 雪, 轻雾, 烟",,10:00,2022/2/13
-21,760.2,774.7,84,1,"冻 雾, 烟",,9:00,2022/2/13
-23,760.1,774.7,84,2,"轻度（小）（弱） 雪, 轻雾",,8:00,2022/2/13
-23,760.1,774.7,77,1,"轻度（小）（弱） 雪,冻 雾",,7:00,2022/2/13
-24,759.3,773.9,76,1,"轻度（小）（弱） 雪,冻 雾",,6:00,2022/2/13
-24,759.3,773.9,76,2,"冻 雾, 烟",,5:00,2022/2/13
-25,759.2,773.9,83,1,"冻 雾, 烟",,4:00,2022/2/13
-25,759.2,773.9,83,1,"冻 雾, 烟",,3:00,2022/2/13
-24,759.3,773.9,84,1,"冻 雾, 烟",,2:00,2022/2/13
-25,759.2,773.9,83,1,"冻 雾, 烟",,1:00,2022/2/13
-25,759.2,773.9,83,1,"冻 雾, 烟",,0:00,2022/2/13
-22,759.4,773.9,84,1,"轻雾, 烟",,23:00,2022/2/12
-24,759.3,773.9,84,1,"轻雾, 烟",,22:00,2022/2/12
-22,759.4,773.9,84,1,"轻雾, 烟",,21:00,2022/2/12
-19,759.6,773.9,92,0,烟,,20:00,2022/2/12
-18,759.6,773.9,92,1,烟,,19:00,2022/2/12
-16,759.3,773.4,78,0,,,18:00,2022/2/12
-11,759.5,773.4,67,2,,,17:00,2022/2/12
-11,759.5,773.4,67,3,,,16:00,2022/2/12
-10,759.6,773.4,67,3,,,15:00,2022/2/12
-11,759.5,773.4,73,3,,,14:00,2022/2/12
-11,759.5,773.4,73,3,,,13:00,2022/2/12
-11,760,773.9,73,3,,,12:00,2022/2/12
-12,760,773.9,72,2,,,11:00,2022/2/12
-14,759.8,773.9,78,3,,,10:00,2022/2/12
-16,759.7,773.9,85,3,,,9:00,2022/2/12
-19,759.6,773.9,84,2,,,8:00,2022/2/12
-19,759.1,773.4,84,3,,,7:00,2022/2/12
-19,759.1,773.4,84,4,,,6:00,2022/2/12
-21,759,773.4,84,3,,,5:00,2022/2/12
-19,758.4,772.7,92,4,,,4:00,2022/2/12
-18,758.5,772.7,78,3,,,3:00,2022/2/12
-18,758.5,772.7,84,3,,,2:00,2022/2/12
-17,758.5,772.7,85,4,,,1:00,2022/2/12
-16,758.6,772.7,85,4,,,0:00,2022/2/12
-15,757.8,771.9,85,5,,,23:00,2022/2/11
-13,757.9,771.9,85,4,轻度（小）（弱） 雪,,22:00,2022/2/11
-12,757.2,771.1,85,4,轻度（小）（弱） 雪,,21:00,2022/2/11
-11,757.3,771.1,79,4,轻度（小）（弱） 雪,,20:00,2022/2/11
-11,756.6,770.4,85,5,轻度（小）（弱） 雪,,19:00,2022/2/11
-10,755.8,769.6,79,6,"轻度（小）（弱） 雪, 轻雾",,18:00,2022/2/11
-10,755.2,768.9,85,4,轻度（小）（弱） 雪,,17:00,2022/2/11
-10,754.4,768.1,85,6,"轻度（小）（弱） 雪, 轻雾",,16:00,2022/2/11
-9,753.6,767.3,86,5,"轻度（小）（弱） 雪, 轻雾",,15:00,2022/2/11
-9,752.9,766.6,86,5,"轻度（小）（弱） 雪, 轻雾",,14:00,2022/2/11
-9,752.2,765.8,86,5,"轻度（小）（弱） 雪, 轻雾",,13:00,2022/2/11
-9,752.2,765.8,86,5,"轻度（小）（弱） 雪, 轻雾",,12:00,2022/2/11
-10,752.1,765.8,85,5,"轻度（小）（弱） 雪,冻 雾",,11:00,2022/2/11
-10,752.1,765.8,85,5,"轻度（小）（弱） 雪, 轻雾",,10:00,2022/2/11
-10,752.1,765.8,79,4,,,9:00,2022/2/11
-11,752.1,765.8,79,5,,,8:00,2022/2/11
-11,752.1,765.8,79,5,轻雾,,7:00,2022/2/11
-13,751.9,765.8,85,3,轻雾,,6:00,2022/2/11
-12,752,765.8,85,6,轻雾,,5:00,2022/2/11
-13,751.9,765.8,78,3,轻雾,,4:00,2022/2/11
-12,752.8,766.6,79,4,轻雾,,3:00,2022/2/11
-12,752.8,766.6,79,5,轻雾,,2:00,2022/2/11
-12,752.8,766.6,79,5,轻雾,,1:00,2022/2/11
-12,752.8,766.6,79,3,轻雾,,0:00,2022/2/11
-13,753.4,767.3,85,4,轻雾,,23:00,2022/2/10
-12,753.5,767.3,79,3,轻雾,,22:00,2022/2/10
-12,753.5,767.3,85,5,轻雾,,21:00,2022/2/10
-11,753.5,767.3,79,4,轻雾,,20:00,2022/2/10
-12,753.5,767.3,85,4,轻雾,,19:00,2022/2/10
-10,753.6,767.3,79,4,烟,,18:00,2022/2/10
-10,753.6,767.3,79,4,烟,,17:00,2022/2/10
-6,753.8,767.3,68,4,烟,,16:00,2022/2/10
-5,753.8,767.3,68,4,烟,,15:00,2022/2/10
-5,753.8,767.3,68,5,烟,,14:00,2022/2/10
-6,753.8,767.3,68,5,烟,,13:00,2022/2/10
-7,753.7,767.3,73,3,烟,,12:00,2022/2/10
-9,754.4,768.1,79,2,轻雾,,11:00,2022/2/10
-11,753.5,767.3,85,2,轻雾,,10:00,2022/2/10
-13,753.4,767.3,85,1,轻雾,,9:00,2022/2/10
-15,753.3,767.3,85,2,轻雾,,8:00,2022/2/10
-19,753.1,767.3,84,1,冻 雾,,7:00,2022/2/10
-17,753.2,767.3,85,1,轻雾,,6:00,2022/2/10
-16,753.3,767.3,85,1,"冻 雾, 烟",,5:00,2022/2/10
-16,752.6,766.6,85,1,"冻 雾, 烟",,4:00,2022/2/10
-19,752.4,766.6,84,0,轻雾,,3:00,2022/2/10
-17,752.5,766.6,85,1,轻雾,,2:00,2022/2/10
-16,751.8,765.8,85,1,轻雾,,1:00,2022/2/10
-13,751.9,765.8,85,0,烟,,0:00,2022/2/10
-13,751.9,765.8,85,1,烟,,23:00,2022/2/9
-13,751.2,765,92,1,烟,,22:00,2022/2/9
-8,751.4,765,79,1,烟,,21:00,2022/2/9
-7,751.5,765,79,1,烟,,20:00,2022/2/9
-6,751.5,765,74,4,,,19:00,2022/2/9
-7,751.5,765,73,2,,,18:00,2022/2/9
-5,750.9,764.3,68,4,,,17:00,2022/2/9
-2,751,764.3,59,4,,,16:00,2022/2/9
-1,751.1,764.3,59,4,,,15:00,2022/2/9
0,750.3,763.5,51,5,,,14:00,2022/2/9
0,751.1,764.3,55,5,,,13:00,2022/2/9
-2,751.7,765,59,5,,,12:00,2022/2/9
-4,752.4,765.8,63,4,,,11:00,2022/2/9
-8,752.2,765.8,68,6,烟,,10:00,2022/2/9
-11,752.8,766.6,79,6,烟,,9:00,2022/2/9
-13,753.4,767.3,78,5,轻雾,,8:00,2022/2/9
-14,753.4,767.3,78,3,轻雾,,7:00,2022/2/9
-15,753.3,767.3,85,3,轻雾,,6:00,2022/2/9
-15,753.3,767.3,85,3,轻雾,,5:00,2022/2/9
-15,754.1,768.1,85,2,轻雾,,4:00,2022/2/9
-15,754.1,768.1,85,3,轻雾,,3:00,2022/2/9
-15,754.9,768.9,92,3,轻雾,,2:00,2022/2/9
-19,754.7,768.9,92,1,轻雾,,1:00,2022/2/9
-18,754.7,768.9,84,2,轻雾,,0:00,2022/2/9
-18,755.4,769.6,84,1,轻雾,,23:00,2022/2/8
-17,755.5,769.6,85,1,烟,,22:00,2022/2/8
-16,755.5,769.6,85,1,烟,,21:00,2022/2/8
-16,755.5,769.6,85,2,烟,,20:00,2022/2/8
-13,755.7,769.6,78,2,,,19:00,2022/2/8
-9,755.9,769.6,73,3,,,18:00,2022/2/8
-8,755.3,768.9,68,3,,,17:00,2022/2/8
-7,755.3,768.9,68,3,,,16:00,2022/2/8
-6,755.4,768.9,63,3,,,15:00,2022/2/8
-7,754.5,768.1,68,3,,,14:00,2022/2/8
-7,754.5,768.1,68,3,,,13:00,2022/2/8
-8,754.5,768.1,68,3,,,12:00,2022/2/8
-8,754.5,768.1,68,3,,,11:00,2022/2/8
-10,754.4,768.1,67,3,,,10:00,2022/2/8
-12,754.3,768.1,72,2,,,9:00,2022/2/8
-14,753.4,767.3,72,2,,,8:00,2022/2/8
-17,753.2,767.3,78,2,,,7:00,2022/2/8
-16,753.3,767.3,78,2,,,6:00,2022/2/8
-16,752.6,766.6,78,2,,,5:00,2022/2/8
-15,752.6,766.6,72,2,,,4:00,2022/2/8
-15,753.3,767.3,72,3,,,3:00,2022/2/8
-15,753.3,767.3,72,2,,,2:00,2022/2/8
-14,753.4,767.3,72,3,,,1:00,2022/2/8
-14,754.2,768.1,78,3,,,0:00,2022/2/8
-17,754,768.1,78,2,,,23:00,2022/2/7
-17,754,768.1,71,1,,,22:00,2022/2/7
-18,753.9,768.1,84,1,,,21:00,2022/2/7
-16,754,768.1,85,2,,,20:00,2022/2/7
-13,754.2,768.1,72,3,,,19:00,2022/2/7
-12,754.3,768.1,72,3,,,18:00,2022/2/7
-10,754.4,768.1,67,4,,,17:00,2022/2/7
-7,754.5,768.1,63,5,,,16:00,2022/2/7
-7,754.5,768.1,63,5,,,15:00,2022/2/7
-7,754.5,768.1,63,4,,,14:00,2022/2/7
-7,754.5,768.1,58,4,,,13:00,2022/2/7
-8,755.3,768.9,62,4,,,12:00,2022/2/7
-9,755.2,768.9,67,3,,,11:00,2022/2/7
-12,755,768.9,72,4,烟,,10:00,2022/2/7
-14,754.9,768.9,78,2,烟,,9:00,2022/2/7
-20,753.8,768.1,84,1,,,8:00,2022/2/7
-22,753.7,768.1,77,2,,,7:00,2022/2/7
-23,753.7,768.1,84,1,,,6:00,2022/2/7
-22,753.7,768.1,84,1,,,5:00,2022/2/7
-23,753.7,768.1,84,1,,,4:00,2022/2/7
-22,753.7,768.1,77,0,,,3:00,2022/2/7
-23,752.9,767.3,84,0,,,2:00,2022/2/7
-21,753,767.3,84,1,,,1:00,2022/2/7
-20,753,767.3,84,2,,,0:00,2022/2/7
-18,753.9,768.1,84,2,,,23:00,2022/2/6
-17,754,768.1,78,3,,,22:00,2022/2/6
-17,754,768.1,85,2,,,21:00,2022/2/6
-19,753.1,767.3,84,2,,,20:00,2022/2/6
-12,753.5,767.3,67,3,,,19:00,2022/2/6
-12,753.5,767.3,67,3,,,18:00,2022/2/6
-11,753.5,767.3,62,3,,,17:00,2022/2/6
-10,753.6,767.3,57,4,,,16:00,2022/2/6
-9,753.6,767.3,57,5,,,15:00,2022/2/6
-10,752.9,766.6,57,6,,,14:00,2022/2/6
-9,752.9,766.6,53,6,,,13:00,2022/2/6
-10,753.6,767.3,62,6,,,12:00,2022/2/6
-11,753.5,767.3,62,5,,,11:00,2022/2/6
-12,753.5,767.3,61,5,,,10:00,2022/2/6
-15,753.3,767.3,66,3,,,9:00,2022/2/6
-20,753,767.3,77,2,,,8:00,2022/2/6
-24,752.8,767.3,84,2,,,7:00,2022/2/6
-23,752.9,767.3,77,2,,,6:00,2022/2/6
-23,752.9,767.3,84,2,,,5:00,2022/2/6
-20,753,767.3,77,3,,,4:00,2022/2/6
-22,752.9,767.3,77,2,,,3:00,2022/2/6
-22,752.9,767.3,84,2,,,2:00,2022/2/6
-20,752.4,766.6,84,2,,,1:00,2022/2/6
-21,752.3,766.6,77,2,,,0:00,2022/2/6
-19,752.4,766.6,77,2,,,23:00,2022/2/5
-19,752.4,766.6,84,2,,,22:00,2022/2/5
-19,752.4,766.6,84,3,,,21:00,2022/2/5
-20,752.4,766.6,77,2,,,20:00,2022/2/5
-16,752.6,766.6,66,2,,,19:00,2022/2/5
-15,752.6,766.6,66,2,,,18:00,2022/2/5
-15,752.6,766.6,66,3,,,17:00,2022/2/5
-14,751.9,765.8,66,3,,,16:00,2022/2/5
-13,751.9,765.8,56,4,,,15:00,2022/2/5
-13,751.2,765,56,5,,,14:00,2022/2/5
-13,750.5,764.3,56,5,,,13:00,2022/2/5
-14,751.1,765,61,4,,,12:00,2022/2/5
-15,751.1,765,60,3,,,11:00,2022/2/5
-16,751.8,765.8,66,3,烟,,10:00,2022/2/5
-19,750.8,765,77,3,,,9:00,2022/2/5
-22,750.7,765,84,2,,,8:00,2022/2/5
-26,750.4,765,83,2,,,7:00,2022/2/5
-25,750.5,765,76,1,,,6:00,2022/2/5
-25,750.5,765,83,1,,,5:00,2022/2/5
-26,750.4,765,83,1,,,4:00,2022/2/5
-24,750.6,765,84,1,,,3:00,2022/2/5
-23,750.6,765,77,1,,,2:00,2022/2/5
-24,750.6,765,84,2,,,1:00,2022/2/5
-20,750.8,765,77,1,,,0:00,2022/2/5
-18,751.7,765.8,71,3,,,23:00,2022/2/4
-18,751.7,765.8,71,4,,,22:00,2022/2/4
-17,751.7,765.8,65,4,,,21:00,2022/2/4
-17,751.7,765.8,65,4,,,20:00,2022/2/4
-17,752.5,766.6,65,4,,,19:00,2022/2/4
-16,752.6,766.6,66,3,,,18:00,2022/2/4
-15,752.6,766.6,60,4,,,17:00,2022/2/4
-15,751.8,765.8,60,5,,,16:00,2022/2/4
-14,751.9,765.8,61,4,,,15:00,2022/2/4
-14,751.9,765.8,56,6,,,14:00,2022/2/4
-14,751.9,765.8,56,6,,,13:00,2022/2/4
-14,751.9,765.8,61,5,,,12:00,2022/2/4
-15,752.6,766.6,72,4,,,11:00,2022/2/4
-15,752.6,766.6,66,2,烟,,10:00,2022/2/4
-18,752.5,766.6,84,3,烟,,9:00,2022/2/4
-21,752.3,766.6,84,2,,,8:00,2022/2/4
-25,752.1,766.6,76,2,,,7:00,2022/2/4
-24,752.1,766.6,76,2,,,6:00,2022/2/4
-26,752,766.6,83,1,,,5:00,2022/2/4
-24,752.1,766.6,84,1,,,4:00,2022/2/4
-24,752.1,766.6,76,1,,,3:00,2022/2/4
-25,752.8,767.3,83,0,,,2:00,2022/2/4
-24,752.8,767.3,84,0,,,1:00,2022/2/4
-22,752.9,767.3,84,1,,,0:00,2022/2/4
-21,753.8,768.1,84,2,,,23:00,2022/2/3
-20,753.8,768.1,84,2,,,22:00,2022/2/3
-19,753.9,768.1,77,1,,,21:00,2022/2/3
-16,754,768.1,72,4,,,20:00,2022/2/3
-16,754,768.1,72,3,,,19:00,2022/2/3
-15,754.1,768.1,66,3,,,18:00,2022/2/3
-15,754.1,768.1,66,4,,,17:00,2022/2/3
-13,754.2,768.1,56,5,,,16:00,2022/2/3
-13,754.2,768.1,61,5,,,15:00,2022/2/3
-12,753.5,767.3,56,6,,,14:00,2022/2/3
-12,753.5,767.3,56,5,,,13:00,2022/2/3
-12,753.5,767.3,67,4,,,12:00,2022/2/3
-13,753.4,767.3,66,4,,,11:00,2022/2/3
-15,754.1,768.1,72,4,,,10:00,2022/2/3
-17,753.2,767.3,78,3,,,9:00,2022/2/3
-18,753.2,767.3,78,2,,,8:00,2022/2/3
-18,753.2,767.3,78,2,,,7:00,2022/2/3
-19,753.1,767.3,84,2,,,6:00,2022/2/3
-22,752.9,767.3,77,2,,,5:00,2022/2/3
-21,753,767.3,84,2,,,4:00,2022/2/3
-21,753,767.3,77,1,,,3:00,2022/2/3
-20,753,767.3,77,1,,,2:00,2022/2/3
-20,753,767.3,77,2,,,1:00,2022/2/3
-19,753.1,767.3,77,2,,,0:00,2022/2/3
-17,754,768.1,71,2,,,23:00,2022/2/2
-17,754,768.1,71,4,,,22:00,2022/2/2
-17,754,768.1,71,3,,,21:00,2022/2/2
-18,753.9,768.1,78,4,,,20:00,2022/2/2
-15,754.1,768.1,66,4,,,19:00,2022/2/2
-15,754.1,768.1,66,4,,,18:00,2022/2/2
-14,754.2,768.1,66,4,,,17:00,2022/2/2
-13,753.4,767.3,56,6,,,16:00,2022/2/2
-13,753.4,767.3,61,6,,,15:00,2022/2/2
-12,752.8,766.6,52,7,,,14:00,2022/2/2
-12,752.8,766.6,56,6,,,13:00,2022/2/2
-13,752.7,766.6,61,4,,,12:00,2022/2/2
-14,753.4,767.3,66,4,,,11:00,2022/2/2
-16,753.3,767.3,72,3,,,10:00,2022/2/2
-17,753.2,767.3,78,4,,,9:00,2022/2/2
-20,753,767.3,84,2,,,8:00,2022/2/2
-22,752.9,767.3,84,2,,,7:00,2022/2/2
-20,752.4,766.6,84,3,,,6:00,2022/2/2
-21,753,767.3,84,2,,,5:00,2022/2/2
-20,753,767.3,84,2,,,4:00,2022/2/2
-20,753,767.3,77,3,,,3:00,2022/2/2
-20,753,767.3,77,3,,,2:00,2022/2/2
-18,753.9,768.1,78,4,,,1:00,2022/2/2
-19,753.9,768.1,84,4,,,0:00,2022/2/2
-18,753.9,768.1,78,3,,,23:00,2022/2/1
-18,754.7,768.9,78,3,,,22:00,2022/2/1
-17,754.8,768.9,78,5,,,21:00,2022/2/1
-17,754.8,768.9,78,5,,,20:00,2022/2/1
-17,754.8,768.9,78,3,,,19:00,2022/2/1
-14,754.9,768.9,72,4,,,18:00,2022/2/1
-13,754.2,768.1,66,3,,,17:00,2022/2/1
-12,754.3,768.1,61,3,,,16:00,2022/2/1
-11,754.3,768.1,62,5,,,15:00,2022/2/1
-11,754.3,768.1,57,5,,,14:00,2022/2/1
-12,754.3,768.1,61,5,烟,,13:00,2022/2/1
-12,754.3,768.1,67,4,烟,,12:00,2022/2/1
-13,754.2,768.1,72,4,烟,,11:00,2022/2/1
-15,754.9,768.9,78,3,烟,,10:00,2022/2/1
-17,754,768.1,78,3,烟,,9:00,2022/2/1
-21,753.8,768.1,84,1,烟,,8:00,2022/2/1
-22,753.7,768.1,84,3,烟,,7:00,2022/2/1
-24,752.8,767.3,84,1,烟,,6:00,2022/2/1
-23,752.9,767.3,84,2,烟,,5:00,2022/2/1
-24,752.8,767.3,84,1,烟,,4:00,2022/2/1
-24,753.6,768.1,76,1,烟,,3:00,2022/2/1
-23,753.7,768.1,84,1,烟,,2:00,2022/2/1
-23,752.9,767.3,84,1,烟,,1:00,2022/2/1
-22,753.7,768.1,84,1,烟,,0:00,2022/2/1
-22,753.7,768.1,84,1,烟,,23:00,2022/1/31
-21,753.8,768.1,77,0,烟,,22:00,2022/1/31
-20,753.8,768.1,84,1,烟,,21:00,2022/1/31
-20,753.8,768.1,84,1,,,20:00,2022/1/31
-19,753.9,768.1,77,1,,,19:00,2022/1/31
-17,754,768.1,65,1,,,18:00,2022/1/31
-13,754.2,768.1,61,1,,,17:00,2022/1/31
-10,754.4,768.1,52,2,,,16:00,2022/1/31
-9,754.4,768.1,48,1,,,15:00,2022/1/31
-9,754.4,768.1,48,2,,,14:00,2022/1/31
-9,754.4,768.1,48,2,,,13:00,2022/1/31
-10,754.4,768.1,52,2,,,12:00,2022/1/31
-11,754.3,768.1,57,3,,,11:00,2022/1/31
-13,754.2,768.1,66,2,,,10:00,2022/1/31
-16,754,768.1,85,1,轻雾,,9:00,2022/1/31
-23,753.7,768.1,77,2,轻雾,,8:00,2022/1/31
-25,753.5,768.1,83,1,轻雾,,7:00,2022/1/31
-24,753.6,768.1,84,2,,,6:00,2022/1/31
-25,753.5,768.1,83,1,,,5:00,2022/1/31
-24,753.6,768.1,84,1,,,4:00,2022/1/31
-22,753.7,768.1,84,1,,,3:00,2022/1/31
-20,753.8,768.1,84,1,,,2:00,2022/1/31
-20,753,767.3,92,3,,,1:00,2022/1/31
-22,752.9,767.3,84,1,轻雾,,0:00,2022/1/31
-20,753.8,768.1,84,1,轻雾,,23:00,2022/1/30
-21,753,767.3,84,1,轻雾,,22:00,2022/1/30
-20,753,767.3,84,1,,,21:00,2022/1/30
-13,753.4,767.3,72,3,,,20:00,2022/1/30
-13,753.4,767.3,72,3,,,19:00,2022/1/30
-12,753.5,767.3,67,2,,,18:00,2022/1/30
-12,752.8,766.6,67,2,,,17:00,2022/1/30
-11,752.8,766.6,62,3,,,16:00,2022/1/30
-11,752.1,765.8,62,3,,,15:00,2022/1/30
-11,752.1,765.8,62,3,,,14:00,2022/1/30
-11,751.3,765,62,4,,,13:00,2022/1/30
-11,751.3,765,62,3,,,12:00,2022/1/30
-13,751.9,765.8,66,2,,,11:00,2022/1/30
-14,751.9,765.8,61,3,,,10:00,2022/1/30
-15,751.1,765,72,2,,,9:00,2022/1/30
-19,750.8,765,84,2,轻雾,,8:00,2022/1/30
-22,750,764.3,84,2,,,7:00,2022/1/30
-22,750,764.3,84,2,,,6:00,2022/1/30
-22,749.2,763.5,84,1,,,5:00,2022/1/30
-21,749.3,763.5,84,1,,,4:00,2022/1/30
-20,749.3,763.5,84,1,,,3:00,2022/1/30
-16,749.5,763.5,78,2,,,2:00,2022/1/30
-17,749.5,763.5,78,5,,,1:00,2022/1/30
-19,749.4,763.5,84,3,,,0:00,2022/1/30
-19,750.2,764.3,77,3,,,23:00,2022/1/29
-19,750.2,764.3,84,3,,,22:00,2022/1/29
-19,750.8,765,77,2,,,21:00,2022/1/29
-17,750.9,765,78,2,,,20:00,2022/1/29
-17,750.9,765,71,3,,,19:00,2022/1/29
-13,751.2,765,66,3,,,18:00,2022/1/29
-12,750.5,764.3,61,4,,,17:00,2022/1/29
-11,750.6,764.3,57,4,,,16:00,2022/1/29
-11,749.8,763.5,57,5,,,15:00,2022/1/29
-11,749.8,763.5,57,5,,,14:00,2022/1/29
-12,749.7,763.5,61,5,,,13:00,2022/1/29
-12,749.7,763.5,61,5,,,12:00,2022/1/29
-13,750.5,764.3,61,5,,,11:00,2022/1/29
-15,750.4,764.3,66,6,,,10:00,2022/1/29
-16,750.3,764.3,66,5,,,9:00,2022/1/29
-18,750.2,764.3,71,5,,,8:00,2022/1/29
-19,750.2,764.3,77,5,,,7:00,2022/1/29
-20,750.1,764.3,77,3,,,6:00,2022/1/29
-18,750.2,764.3,78,4,,,5:00,2022/1/29
-21,750,764.3,84,3,,,4:00,2022/1/29
-20,750.1,764.3,84,3,,,3:00,2022/1/29
-19,750.8,765,84,3,,,2:00,2022/1/29
-19,750.2,764.3,84,2,,,1:00,2022/1/29
-17,750.9,765,78,3,,,0:00,2022/1/29
-17,750.9,765,92,3,,,23:00,2022/1/28
-16,751.8,765.8,85,4,,,22:00,2022/1/28
-15,751.8,765.8,78,3,,,21:00,2022/1/28
-14,751.9,765.8,78,4,,,20:00,2022/1/28
-13,751.9,765.8,72,4,,,19:00,2022/1/28
-13,751.9,765.8,72,5,,,18:00,2022/1/28
-12,752,765.8,67,4,,,17:00,2022/1/28
-11,752.1,765.8,62,4,,,16:00,2022/1/28
-10,752.1,765.8,57,5,,,15:00,2022/1/28
-11,752.1,765.8,62,6,,,14:00,2022/1/28
-11,752.1,765.8,62,6,,,13:00,2022/1/28
-11,752.8,766.6,62,5,,,12:00,2022/1/28
-12,753.5,767.3,67,5,,,11:00,2022/1/28
-13,753.4,767.3,66,5,,,10:00,2022/1/28
-15,753.3,767.3,72,4,,,9:00,2022/1/28
-16,753.3,767.3,78,5,,,8:00,2022/1/28
-17,754,768.1,85,4,,,7:00,2022/1/28
-17,754,768.1,85,4,,,6:00,2022/1/28
-18,753.9,768.1,84,3,,,5:00,2022/1/28
-15,754.1,768.1,78,3,,,4:00,2022/1/28
-14,754.9,768.9,78,4,,,3:00,2022/1/28
-15,755.6,769.6,85,3,烟,,2:00,2022/1/28
-15,755.6,769.6,85,4,烟,,1:00,2022/1/28
-15,755.6,769.6,85,4,烟,,0:00,2022/1/28
-15,756.4,770.4,78,3,烟,,23:00,2022/1/27
-16,756.3,770.4,78,3,烟,,22:00,2022/1/27
-15,756.4,770.4,78,3,烟,,21:00,2022/1/27
-15,756.4,770.4,78,4,烟,,20:00,2022/1/27
-14,756.4,770.4,78,3,烟,,19:00,2022/1/27
-15,756.4,770.4,78,3,烟,,18:00,2022/1/27
-12,756.5,770.4,72,4,烟,,17:00,2022/1/27
-11,756.6,770.4,73,3,,,16:00,2022/1/27
-10,756.6,770.4,67,4,,,15:00,2022/1/27
-10,757.3,771.1,67,4,烟,,14:00,2022/1/27
-11,757.3,771.1,67,2,烟,,13:00,2022/1/27
-13,757.2,771.1,85,2,轻雾,,12:00,2022/1/27
-15,757.8,771.9,85,2,轻雾,,11:00,2022/1/27
-18,757.7,771.9,84,1,轻雾,,10:00,2022/1/27
-20,757.6,771.9,84,2,冻 雾,,9:00,2022/1/27
-22,757.4,771.9,84,1,冻 雾,,8:00,2022/1/27
-22,757.4,771.9,77,2,冻 雾,,7:00,2022/1/27
-22,757.4,771.9,84,1,"轻雾, 烟",,6:00,2022/1/27
-22,757.4,771.9,84,1,"轻雾, 烟",,5:00,2022/1/27
-22,757.4,771.9,84,0,"轻雾, 烟",,4:00,2022/1/27
-21,757.5,771.9,84,2,"轻雾, 烟",,3:00,2022/1/27
-23,757.4,771.9,84,1,"轻雾, 烟",,2:00,2022/1/27
-22,757.4,771.9,84,1,"轻雾, 烟",,1:00,2022/1/27
-21,756.7,771.1,84,1,"轻雾, 烟",,0:00,2022/1/27
-20,756.8,771.1,84,1,"轻雾, 烟",,23:00,2022/1/26
-19,756.8,771.1,84,2,"轻雾, 烟",,22:00,2022/1/26
-17,756.9,771.1,85,2,"轻雾, 烟",,21:00,2022/1/26
-18,756.9,771.1,92,2,"轻雾, 烟",,20:00,2022/1/26
-15,757,771.1,85,3,"轻雾, 烟",,19:00,2022/1/26
-14,756.4,770.4,85,3,轻雾,,18:00,2022/1/26
-12,756.5,770.4,79,3,轻雾,,17:00,2022/1/26
-12,755.7,769.6,79,4,"轻度（小）（弱） 雪, 轻雾",,16:00,2022/1/26
-11,755.8,769.6,79,3,"轻度（小）（弱） 雪, 轻雾",,15:00,2022/1/26
-10,755.2,768.9,73,4,"轻度（小）（弱） 雪, 轻雾",,14:00,2022/1/26
-11,755.1,768.9,79,3,轻雾,,13:00,2022/1/26
-11,755.1,768.9,79,3,"轻度（小）（弱） 雪, 轻雾",,12:00,2022/1/26
-12,755,768.9,85,2,"轻度（小）（弱） 雪, 轻雾",,11:00,2022/1/26
-12,755,768.9,79,2,"轻度（小）（弱） 雪, 轻雾",,10:00,2022/1/26
-15,754.9,768.9,92,1,"轻度（小）（弱） 雪, 轻雾",,9:00,2022/1/26
-15,754.1,768.1,85,3,"轻度（小）（弱） 雪, 轻雾",,8:00,2022/1/26
-16,754,768.1,85,1,"轻度（小）（弱） 雪, 轻雾",,7:00,2022/1/26
-17,754,768.1,85,1,"轻度（小）（弱） 雪, 轻雾",,6:00,2022/1/26
-18,753.2,767.3,84,1,"轻度（小）（弱） 雪, 轻雾",,5:00,2022/1/26
-19,753.1,767.3,84,2,轻雾,,4:00,2022/1/26
-18,753.2,767.3,84,1,"轻度（小）（弱） 雪, 轻雾",,3:00,2022/1/26
